full_name,html_url,stargazers_count,size_kb,pushed_at,language,created_at,license,forks_count,default_branch,description
zerosoul/chinese-colors,https://github.com/zerosoul/chinese-colors,2710,59150,2026-01-31T10:28:53Z,JavaScript,2019-08-27T10:41:37Z,MIT,280,master,🇨🇳🎨Chinese traditional color cheatsheet online
kevinchappell/formBuilder,https://github.com/kevinchappell/formBuilder,2709,27697,2026-09-02T22:40:30Z,JavaScript,2015-01-03T12:02:26Z,MIT,1418,master,A jQuery plugin for drag and drop form creation
TavernAI/TavernAI-v1,https://github.com/TavernAI/TavernAI-v1,2700,90429,2026-06-16T20:43:59Z,JavaScript,2022-12-21T00:47:59Z,MIT,346,main,"Atmospheric adventure chat for AI language models (KoboldAI, NovelAI, Pygmalion, OpenAI chatgpt, gpt-4)"
chinchang/web-maker,https://github.com/chinchang/web-maker,2696,36868,2026-08-03T22:28:28Z,JavaScript,2016-05-02T11:42:54Z,MIT,324,master,A blazing fast & offline frontend code editor
swagger-api/swagger-client,https://github.com/swagger-api/swagger-client,2693,60699,2026-09-03T07:54:34Z,JavaScript,2012-02-16T00:08:43Z,Apache-2.0,764,main,Javascript library to connect to swagger-enabled APIs via browser or nodejs
microsoft/pai,https://github.com/microsoft/pai,2688,73529,2026-08-15T00:09:09Z,JavaScript,2017-09-25T11:24:51Z,MIT,552,master,Resource scheduling and cluster management for AI
jsonata-js/jsonata,https://github.com/jsonata-js/jsonata,2685,1398,2026-07-30T15:19:04Z,JavaScript,2016-09-27T13:03:14Z,MIT,286,master,JSONata query and transformation language - http://jsonata.org
renatorib/react-powerplug,https://github.com/renatorib/react-powerplug,2674,1384,2026-03-08T04:50:48Z,JavaScript,2017-09-11T03:04:18Z,MIT,101,master,:electric_plug: Renderless Containers
BorisMoore/jsrender,https://github.com/BorisMoore/jsrender,2671,8618,2026-06-25T23:30:03Z,JavaScript,2011-04-22T16:29:45Z,MIT,334,master,"A lightweight, powerful and highly extensible templating engine. In the browser or on Node.js, with or without jQuery."
DavidWells/analytics,https://github.com/DavidWells/analytics,2663,4721,2026-06-27T21:25:44Z,JavaScript,2018-10-24T01:29:28Z,MIT,267,master," Lightweight analytics abstraction layer for tracking page views, custom events, & identifying visitors         "
cncjs/cncjs,https://github.com/cncjs/cncjs,2643,90754,2026-08-20T16:59:02Z,JavaScript,2015-08-21T09:39:18Z,MIT,622,master,"A web-based interface for CNC milling controller running Grbl, Marlin, Smoothieware, or TinyG."
thednp/kute.js,https://github.com/thednp/kute.js,2640,4144,2026-03-26T15:32:20Z,JavaScript,2015-03-20T15:42:02Z,MIT,173,master,KUTE.js is a JavaScript animation engine for modern browsers. 
brightdata/brightdata-mcp,https://github.com/brightdata/brightdata-mcp,2628,66942,2026-08-12T07:39:54Z,JavaScript,2025-04-15T10:55:56Z,MIT,326,main,A powerful Model Context Protocol (MCP) server that provides an all-in-one solution for public web access.
tus/tus-js-client,https://github.com/tus/tus-js-client,2622,13649,2026-08-11T16:49:27Z,JavaScript,2015-04-06T17:11:33Z,MIT,339,main,A pure JavaScript client for the tus resumable upload protocol
architect/architect,https://github.com/architect/architect,2622,3503,2026-08-27T16:07:58Z,JavaScript,2017-07-20T00:36:24Z,Apache-2.0,107,main,"The simplest, most powerful way to build a functional web app (fwa)"
webpack/webpack-cli,https://github.com/webpack/webpack-cli,2617,31486,2026-09-02T15:39:00Z,JavaScript,2016-12-15T23:05:08Z,MIT,677,main,Webpack's Command Line Interface
prateek-chaubey/YTPro,https://github.com/prateek-chaubey/YTPro,2616,14537,2026-07-25T13:30:10Z,JavaScript,2022-04-01T03:17:53Z,MIT,215,main,"Youtube client with older Android version support, background player, Google Gemini ✨ and many more features."
insin/control-panel-for-twitter,https://github.com/insin/control-panel-for-twitter,2614,27009,2026-08-30T16:38:59Z,JavaScript,2019-07-23T05:22:58Z,MIT,102,master,Browser extension which gives you more control over your Twitter timeline and adds missing features and UI improvements - for desktop and mobile
huiyan-fe/mapv,https://github.com/huiyan-fe/mapv,2608,90698,2026-06-10T06:57:07Z,JavaScript,2015-07-02T07:01:38Z,BSD-3-Clause,776,master,a library of geography visualization-地理信息可视化库
rohitg00/awesome-claude-code-toolkit,https://github.com/rohitg00/awesome-claude-code-toolkit,2584,1144,2026-05-12T07:18:34Z,JavaScript,2026-02-04T21:09:33Z,Apache-2.0,926,main,"The most comprehensive toolkit for Claude Code -- 135 agents, 35 curated skills, 42 commands, 176+ plugins, 20 hooks, 15 rules, 7 templates, 14 MCP configs, 26 companion apps, 52 ecosystem entries, an"
eternityspring/shuohao-skills,https://github.com/eternityspring/shuohao-skills,2571,12714,2026-08-26T14:20:50Z,JavaScript,2026-08-06T10:38:49Z,Apache-2.0,334,main,"AI 短剧制作的 skill 集合：拆角色、排大纲、出场景与道具设定、写剧本、切分镜 | Agent skills for AI short-drama production — character bibles, adaptation outlines, art bibles, screenplays, storyboards. Runs in Claude Code & codex."
cburgmer/rasterizeHTML.js,https://github.com/cburgmer/rasterizeHTML.js,2561,8069,2026-02-03T12:46:40Z,JavaScript,2012-06-01T16:18:52Z,MIT,218,master,Renders HTML into the browser's canvas
Syknapse/Contribute-To-This-Project,https://github.com/Syknapse/Contribute-To-This-Project,2560,30380,2026-09-03T13:55:43Z,JavaScript,2017-12-08T20:57:55Z,MIT,3513,master,"This project is waiting for your contribution. If you have never contributed code on GitHub before, this is the project to get you started."
Wenmoux/checkbox,https://github.com/Wenmoux/checkbox,2559,6171,2026-06-19T13:06:28Z,JavaScript,2020-05-18T23:11:01Z,MIT,559,master,签到本地/云函数/青龙脚本( 刺猬猫小说|Acfun| 时光相册|书香门第论坛|绅士领域|好游快爆|埋堆堆|多看阅读|闪艺app|香网小说|晋江|橙光|什么值得买|网易蜗牛读书|网易云游戏平台|龙空论坛|NGA论坛|csdn|mt论坛|sf轻小说|猫耳FM|联想智选app|联想智选|数码之家|AI风月|togamemod|好书友论坛|鱼C论坛|帆软社区|村花论坛|纪录片之家|富贵论坛|ug爱好者|
sequelize/cli,https://github.com/sequelize/cli,2557,2231,2026-09-03T11:27:18Z,JavaScript,2014-04-25T11:27:44Z,MIT,524,main,The Sequelize CLI
CoderLuii/HolyClaude,https://github.com/CoderLuii/HolyClaude,2548,46042,2026-09-02T18:53:27Z,JavaScript,2026-03-22T01:03:18Z,MIT,268,master,AI coding workstation: Claude Code + web UI + 8 AI CLIs + headless browser + 50+ tools
IonDen/ion.rangeSlider,https://github.com/IonDen/ion.rangeSlider,2544,1058,2026-09-03T07:42:05Z,JavaScript,2013-01-22T13:19:53Z,MIT,492,master,"jQuery range slider plugin. Skinnable, touch-friendly, highly configurable. Works with jQuery 1.8 through 4.x."
RisingStack/react-easy-state,https://github.com/RisingStack/react-easy-state,2541,18031,2026-04-30T08:15:06Z,JavaScript,2017-05-23T15:17:43Z,MIT,106,master,Simple React state management. Made with ❤️ and ES6 Proxies.
ethantw/Han,https://github.com/ethantw/Han,2534,6342,2026-06-23T11:11:17Z,JavaScript,2011-03-07T17:10:42Z,MIT,132,master,「漢字標準格式」印刷品般的漢字排版框架 Han.css: the CSS typography framework optimised for Hanzi.
prescottprue/react-redux-firebase,https://github.com/prescottprue/react-redux-firebase,2533,22752,2026-09-03T11:41:53Z,JavaScript,2016-10-14T00:47:53Z,MIT,543,main,Redux bindings for Firebase. Includes React Hooks and Higher Order Components.
davidroyer/vue2-editor,https://github.com/davidroyer/vue2-editor,2512,7329,2026-08-30T13:28:35Z,JavaScript,2016-11-29T01:12:15Z,MIT,354,master,A text editor using Vue.js and Quill
webpack/webpack-dev-middleware,https://github.com/webpack/webpack-dev-middleware,2511,14472,2026-09-03T13:06:22Z,JavaScript,2012-08-08T20:20:33Z,MIT,382,main,A development middleware for webpack
feimosi/baguetteBox.js,https://github.com/feimosi/baguetteBox.js,2503,16430,2026-03-09T22:55:43Z,JavaScript,2014-07-23T08:31:13Z,MIT,427,dev,:zap: Simple and easy to use lightbox script written in pure JavaScript
javierbyte/img2css,https://github.com/javierbyte/img2css,2497,6744,2026-08-23T16:32:40Z,JavaScript,2015-10-16T08:10:06Z,BSD-3-Clause,187,main,Convert any image to pure CSS. Recreates images using only box-shadows.
CarGuo/GSYGithubAPP,https://github.com/CarGuo/GSYGithubAPP,2492,17732,2026-05-30T11:26:22Z,JavaScript,2017-11-07T14:54:40Z,Apache-2.0,432,master,React Native 超完整的开源项目，功能丰富，适合学习和日常使用。GSYGithubApp 系列的优势：我们目前已经拥有 Flutter、Weex、ReactNative、Kotlin View、Kotlin Jetpack Compose ，Compose MultiPlatform，Harmony ArkUI 七个版本，功能齐全，项目框架内技术涉及面广，完成度高，持续维护，配套文章，适
mercurius-js/mercurius,https://github.com/mercurius-js/mercurius,2486,1647,2026-08-31T16:33:11Z,JavaScript,2018-09-11T14:41:29Z,MIT,253,master,Implement GraphQL servers and gateways with Fastify
drawcall/Proton,https://github.com/drawcall/Proton,2477,13480,2026-03-06T08:19:03Z,JavaScript,2013-07-10T05:25:20Z,MIT,283,master,Javascript particle animation library
donmccurdy/three-gltf-viewer,https://github.com/donmccurdy/three-gltf-viewer,2464,22938,2026-04-09T07:18:24Z,JavaScript,2017-04-15T07:27:55Z,MIT,592,main,Drag-and-drop preview for glTF 2.0 models in WebGL using three.js.
CyferShepard/Jellystat,https://github.com/CyferShepard/Jellystat,2457,13941,2026-08-07T23:28:48Z,JavaScript,2023-03-08T04:50:05Z,MIT,97,main,Jellystat is a free and open source Statistics App for Jellyfin
lydell/eslint-plugin-simple-import-sort,https://github.com/lydell/eslint-plugin-simple-import-sort,2455,1369,2026-09-03T06:11:01Z,JavaScript,2018-11-18T15:34:28Z,MIT,75,main,Easy autofixable import sorting.
hodgef/simple-keyboard,https://github.com/hodgef/simple-keyboard,2454,48809,2026-09-03T08:04:00Z,JavaScript,2018-03-02T16:25:36Z,MIT,191,master,"Javascript Virtual Keyboard - Customizable, responsive and lightweight"
Sunny-117/js-challenges,https://github.com/Sunny-117/js-challenges,2452,2569,2026-03-15T11:29:53Z,JavaScript,2022-09-09T13:15:12Z,MIT,275,main,✨✨✨ Challenge your JavaScript programming limits step by step 前端手写题，一步步提升 JavaScript 编程水平
NASA-AMMOS/3DTilesRendererJS,https://github.com/NASA-AMMOS/3DTilesRendererJS,2447,58118,2026-09-03T01:28:51Z,JavaScript,2020-01-30T17:59:39Z,Apache-2.0,411,master,"Renderer for 3D Tiles in Javascript using three.js, Babylon.js, and r3f"
stephencookdev/speed-measure-webpack-plugin,https://github.com/stephencookdev/speed-measure-webpack-plugin,2443,2045,2026-03-24T15:47:10Z,JavaScript,2018-01-27T11:19:00Z,MIT,79,master,"⏱ See how fast (or not) your plugins and loaders are, so you can optimise your builds"
Yomguithereal/mnemonist,https://github.com/Yomguithereal/mnemonist,2434,2684,2026-04-30T09:45:20Z,JavaScript,2016-10-22T15:53:07Z,MIT,105,master,Curated collection of data structures for the JavaScript/TypeScript language.
dimdenGD/OldTweetDeck,https://github.com/dimdenGD/OldTweetDeck,2428,3491,2026-03-23T10:54:05Z,JavaScript,2023-08-17T00:31:05Z,MIT,145,main,Returns old TweetDeck!
geoman-io/leaflet-geoman,https://github.com/geoman-io/leaflet-geoman,2428,5379,2026-08-17T11:54:00Z,JavaScript,2015-11-14T11:20:52Z,MIT,444,develop,🍂🗺️ The most powerful leaflet plugin for drawing and editing geometry layers
Justineo/vue-awesome,https://github.com/Justineo/vue-awesome,2426,16711,2026-08-29T07:28:51Z,JavaScript,2016-04-01T09:02:50Z,MIT,204,master,"Awesome SVG icon component for Vue.js, built-in with Font Awesome icons."
astefanutti/decktape,https://github.com/astefanutti/decktape,2423,32216,2026-07-13T18:33:20Z,JavaScript,2015-05-07T16:50:51Z,MIT,195,master,PDF exporter for HTML presentations
remotestorage/remotestorage.js,https://github.com/remotestorage/remotestorage.js,2420,27772,2026-08-12T17:36:39Z,JavaScript,2010-11-04T23:09:23Z,MIT,143,master,⬡ JavaScript client library for integrating remoteStorage in apps
iann0036/former2,https://github.com/iann0036/former2,2412,68462,2026-07-07T22:53:58Z,JavaScript,2019-03-01T12:06:47Z,MIT,298,master,Generate CloudFormation / Terraform / Troposphere templates from your existing AWS resources.
sadanandpai/frontend-mini-challenges,https://github.com/sadanandpai/frontend-mini-challenges,2411,49480,2026-08-27T17:12:37Z,JavaScript,2021-06-28T17:36:25Z,MIT,596,main,Collection of frontend challenges for learning and interviews
glidea/banana-prompt-quicker,https://github.com/glidea/banana-prompt-quicker,2411,38897,2026-08-25T11:00:09Z,JavaScript,2025-11-21T10:33:50Z,MIT,186,main,🍌Awesome Prompts; Nano Banana；Banana Pro; Gemini；AI Studio；Prompt Quickly  数据打标请联系wx glidea123 (数万并发随时狂飙)
mostafa-wahied/portracker,https://github.com/mostafa-wahied/portracker,2409,3259,2026-07-17T22:52:12Z,JavaScript,2025-07-07T10:32:54Z,MIT,99,main,"An open source, self-hosted, real-time port monitoring and discovery tool."
FortAwesome/vue-fontawesome,https://github.com/FortAwesome/vue-fontawesome,2405,3029,2026-09-03T00:19:08Z,JavaScript,2017-08-11T19:12:13Z,MIT,127,3.x,Font Awesome Vue component
open-wc/open-wc,https://github.com/open-wc/open-wc,2399,28938,2026-07-13T14:05:02Z,JavaScript,2018-09-16T16:35:09Z,MIT,433,master,"Open Web Components: guides, tools and libraries for developing web components."
she-llac/claude-counter,https://github.com/she-llac/claude-counter,2392,1565,2026-03-21T00:21:01Z,JavaScript,2025-12-17T14:16:55Z,MIT,274,main,"A minimal browser extension that shows token count, cache timer, and usage bars on claude.ai."
dashersw/cote,https://github.com/dashersw/cote,2387,1686,2026-01-22T10:07:06Z,JavaScript,2013-04-28T13:35:48Z,MIT,184,master,A Node.js library for building zero-configuration microservices.
liriliri/licia,https://github.com/liriliri/licia,2382,5069,2026-08-13T04:33:29Z,JavaScript,2016-03-23T11:25:29Z,MIT,164,master,Useful utility collection with zero dependencies
euvl/vue-notification,https://github.com/euvl/vue-notification,2379,1630,2026-08-22T02:37:06Z,JavaScript,2017-05-25T11:14:11Z,MIT,204,master,:icecream: Vue.js 2 library for showing notifications
eslint-community/eslint-plugin-security,https://github.com/eslint-community/eslint-plugin-security,2373,1062,2026-09-03T00:13:21Z,JavaScript,2015-11-01T00:44:18Z,Apache-2.0,111,main,ESLint rules for Node Security
tavily-ai/tavily-mcp,https://github.com/tavily-ai/tavily-mcp,2368,58054,2026-09-03T06:56:27Z,JavaScript,2025-01-27T16:56:37Z,MIT,291,main,"Production ready MCP server with real-time search, extract, map & crawl."
franciscop/umbrella,https://github.com/franciscop/umbrella,2345,2839,2026-08-02T15:05:57Z,JavaScript,2014-10-21T19:19:27Z,MIT,109,master,:umbrella: Lightweight javascript library for DOM manipulation and events
smallbets/userbase,https://github.com/smallbets/userbase,2340,13109,2026-01-24T07:37:35Z,JavaScript,2019-05-25T00:58:14Z,MIT,127,master,"Create secure and private web apps using only static JavaScript, HTML, and CSS."
miraclx/freyr-js,https://github.com/miraclx/freyr-js,2336,3672,2026-08-26T18:51:20Z,JavaScript,2020-02-25T08:16:17Z,Apache-2.0,155,master,A tool for downloading songs from music streaming services like Spotify and Apple Music.
QwenAudio/qwen-audio-agent,https://github.com/QwenAudio/qwen-audio-agent,2330,41042,2026-09-03T14:14:41Z,JavaScript,2026-07-27T05:04:26Z,Apache-2.0,202,main,"A realtime voice runtime that keeps Agents talking, working, and present.  Real-time Voice Runtime for AI Agents"
codetheweb/tuyapi,https://github.com/codetheweb/tuyapi,2319,5116,2026-09-01T13:17:30Z,JavaScript,2017-10-25T14:45:32Z,MIT,353,master,🌧 An easy-to-use API for devices that use Tuya's cloud services. Documentation: https://codetheweb.github.io/tuyapi.
hainguyents13/mechvibes,https://github.com/hainguyents13/mechvibes,2311,60043,2026-09-02T16:59:37Z,JavaScript,2019-12-06T18:25:08Z,MIT,211,main,Mechvibes
josdejong/workerpool,https://github.com/josdejong/workerpool,2309,3248,2026-09-03T00:12:12Z,JavaScript,2014-05-02T18:34:29Z,Apache-2.0,164,master,Offload tasks to a pool of workers on node.js and in the browser
nmxiaowei/avue,https://github.com/nmxiaowei/avue,2304,91994,2026-08-30T13:25:26Z,JavaScript,2018-02-17T12:31:52Z,MIT,492,master,"Avue.js2.0是基于现有的element-ui库进行的二次封装，简化一些繁琐的操作，核心理念为数据驱动视图,主要的组件库针对table表格和form表单场景，同时衍生出更多企业常用的组件，达到高复用，容易维护和扩展的框架，同时内置了丰富了数据展示组件，让开发变得更加容易"
timdown/rangy,https://github.com/timdown/rangy,2297,9383,2026-01-21T23:09:03Z,JavaScript,2014-03-22T21:23:49Z,MIT,362,master,A cross-browser JavaScript range and selection library.
color-js/color.js,https://github.com/color-js/color.js,2297,3967,2026-09-03T12:47:43Z,JavaScript,2020-04-19T01:44:13Z,MIT,97,main,Color conversion & manipulation library by the editors of the CSS Color specifications
vkurko/calendar,https://github.com/vkurko/calendar,2278,1741,2026-09-03T10:20:09Z,JavaScript,2020-07-03T12:31:01Z,MIT,199,master,Full-sized drag & drop JavaScript event calendar with resource & timeline views
tediousjs/node-mssql,https://github.com/tediousjs/node-mssql,2274,4418,2026-09-03T09:49:47Z,JavaScript,2013-08-10T23:12:35Z,MIT,471,master,Microsoft SQL Server client for Node.js
twikoojs/twikoo,https://github.com/twikoojs/twikoo,2274,6152,2026-08-31T09:18:43Z,JavaScript,2020-05-24T15:13:26Z,MIT,525,main,"💬 一个简洁、安全、免费的静态网站评论系统 | A simple, safe, free comment system."
relation-graph/relation-graph,https://github.com/relation-graph/relation-graph,2273,16752,2026-05-20T14:36:51Z,JavaScript,2020-09-04T06:39:25Z,MIT,515,master,"relation-graph is an  relationship graph component for React/Vue/Svelte relationship data visualization/edit. Through its slot-based customization model, users can fully customize graph elements with "
xqq/mpegts.js,https://github.com/xqq/mpegts.js,2272,1702,2026-08-18T01:50:44Z,JavaScript,2021-03-15T06:26:35Z,Apache-2.0,296,master,HTML5 MPEG2-TS / FLV Stream Player
imzyb/MiSub,https://github.com/imzyb/MiSub,2271,8240,2026-09-01T16:37:25Z,JavaScript,2025-06-11T13:12:55Z,MIT,3107,main,测试站，密码admin123
lljj-x/vue-json-schema-form,https://github.com/lljj-x/vue-json-schema-form,2269,7862,2026-05-20T02:37:44Z,JavaScript,2020-05-15T05:34:13Z,Apache-2.0,448,master,"基于Vue/Vue3，Json Schema 和 ElementUi/antd/iview3/naiveUi 等生成 HTML Form 表单，用于活动编辑器、h5编辑器、cms等数据配置；支持可视化生成表单Schema 。 Generate a form using Vue/Vue3, Json Schema and ElementUi/antdv/iview3/naiveUi"
salesforce/cloudsplaining,https://github.com/salesforce/cloudsplaining,2247,52968,2026-09-03T06:32:49Z,JavaScript,2020-04-18T14:23:56Z,BSD-3-Clause,222,master,Cloudsplaining is an AWS IAM Security Assessment tool that identifies violations of least privilege and generates a risk-prioritized report.
swisnl/jQuery-contextMenu,https://github.com/swisnl/jQuery-contextMenu,2244,10437,2026-07-30T08:30:59Z,JavaScript,2011-07-06T20:29:13Z,MIT,721,master,jQuery contextMenu plugin & polyfill
pump-io/pump.io,https://github.com/pump-io/pump.io,2238,12333,2026-02-12T15:35:40Z,JavaScript,2011-09-02T15:07:31Z,Apache-2.0,328,master,Social server with an ActivityStreams API
apache/cordova-ios,https://github.com/apache/cordova-ios,2222,33477,2026-09-02T14:43:57Z,JavaScript,2012-11-28T08:00:23Z,Apache-2.0,1001,master,Apache Cordova iOS
pusher/pusher-js,https://github.com/pusher/pusher-js,2221,14548,2026-09-03T00:11:10Z,JavaScript,2010-04-19T15:04:12Z,MIT,389,master,Pusher Javascript library
symfony/webpack-encore,https://github.com/symfony/webpack-encore,2221,9725,2026-09-03T13:08:04Z,JavaScript,2017-06-12T17:02:00Z,MIT,202,main,A simple but powerful API for processing & compiling assets built around Webpack
mateodelnorte/meta,https://github.com/mateodelnorte/meta,2219,1493,2026-09-03T00:48:05Z,JavaScript,2016-12-14T00:06:35Z,MIT,104,master,"tool for turning many repos into a meta repo. why choose many repos or a monolithic repo, when you can have both with a meta repo?"
TommyLemon/APIAuto,https://github.com/TommyLemon/APIAuto,2218,6797,2026-09-03T14:39:31Z,JavaScript,2017-10-21T16:24:27Z,Apache-2.0,275,master,"☔ 敏捷开发最强大易用的接口工具，机器学习零代码测试与 AI 问答、生成代码与静态检查、生成文档与光标悬浮注释，腾讯、华为、SHEIN、传音、工行等使用 ☔ The most advanced tool for HTTP API. Machine learning no-code testing and AI assistant, generating codes and static analy"
orchidjs/tom-select,https://github.com/orchidjs/tom-select,2217,25362,2026-09-03T08:43:53Z,JavaScript,2020-08-13T16:48:52Z,Apache-2.0,173,master,Tom Select is a lightweight (~16kb gzipped) hybrid of a textbox and select box. Forked from selectize.js to provide a framework agnostic autocomplete widget with native-feeling keyboard navigation. Us
volantis-x/hexo-theme-volantis,https://github.com/volantis-x/hexo-theme-volantis,2216,82955,2026-08-24T06:50:35Z,JavaScript,2017-10-24T03:46:42Z,MIT,614,6.x,A Wonderful Theme for Hexo.
Sly777/ran,https://github.com/Sly777/ran,2209,7015,2026-02-14T16:17:37Z,JavaScript,2017-06-22T13:59:02Z,MIT,159,master,":zap: RAN! React . GraphQL . Next.js Toolkit :zap: - SEO-Ready, Production-Ready, SSR, Hot-Reload, CSS-in-JS, Caching, CLI commands and more..."
Liiked/VS-Code-Extension-Doc-ZH,https://github.com/Liiked/VS-Code-Extension-Doc-ZH,2206,1242,2026-08-21T03:53:52Z,JavaScript,2017-11-13T09:30:46Z,MIT,159,master,VS Code插件开发文档-中文版
qntm/base65536,https://github.com/qntm/base65536,2204,2705,2026-01-01T14:49:15Z,JavaScript,2015-12-06T00:13:55Z,MIT,57,main,Unicode's answer to Base64
BaldissaraMatheus/Tasks.md,https://github.com/BaldissaraMatheus/Tasks.md,2192,8695,2026-03-08T13:56:47Z,JavaScript,2023-02-26T21:19:33Z,MIT,106,main,"A self-hosted, Markdown file based task management board"
NeilFraser/JS-Interpreter,https://github.com/NeilFraser/JS-Interpreter,2185,2680,2026-06-17T09:28:01Z,JavaScript,2013-10-30T01:00:51Z,Apache-2.0,364,master,A sandboxed JavaScript interpreter in JavaScript.
ranisalt/node-argon2,https://github.com/ranisalt/node-argon2,2184,1678,2026-08-31T16:52:49Z,JavaScript,2015-12-19T09:50:48Z,MIT,100,master,Node.js bindings for Argon2 hashing algorithm
codedthemes/berry-free-react-admin-template,https://github.com/codedthemes/berry-free-react-admin-template,2182,4305,2026-08-16T12:57:43Z,JavaScript,2021-05-02T05:32:38Z,MIT,974,main,Berry free react material-ui admin template for easing and faster web development.
cthackers/adm-zip,https://github.com/cthackers/adm-zip,2180,1172,2026-08-11T18:23:40Z,JavaScript,2012-02-22T14:06:15Z,MIT,386,master,A Javascript implementation of zip for nodejs. Allows user to create or extract zip files both in memory or to/from disk
roman01la/html-to-react-components,https://github.com/roman01la/html-to-react-components,2180,5949,2026-04-14T10:15:34Z,JavaScript,2015-12-30T04:48:08Z,MIT,137,master,Converts HTML pages into React components
z2586300277/three-cesium-examples,https://github.com/z2586300277/three-cesium-examples,2167,70414,2026-08-28T01:25:58Z,JavaScript,2024-07-02T06:23:25Z,Apache-2.0,331,dev,WebGL Three.js Cesium.js Examples And Demo - WebGL 的 Three.js 和 Cesium.js 案例 --- Star ---点星星
cloudhead/node-static,https://github.com/cloudhead/node-static,2158,1147,2026-06-23T15:21:46Z,JavaScript,2010-07-27T04:27:12Z,MIT,242,master,"rfc 2616 compliant HTTP static-file server module, with built-in caching."
QoderAI/better-harness,https://github.com/QoderAI/better-harness,2150,8458,2026-09-03T14:34:40Z,JavaScript,2026-07-21T12:30:35Z,MIT,170,main,"An open-source Harness Engineering platform for coding agents—define harnesses as code, run controlled experiments, inspect evidence, and compare outcomes. Turn task evidence into actionable team and "
adobe/leonardo,https://github.com/adobe/leonardo,2142,14660,2026-07-08T22:10:56Z,JavaScript,2019-10-21T14:56:25Z,Apache-2.0,130,main,Generate colors based on a desired contrast ratio
taniarascia/taniarascia.com,https://github.com/taniarascia/taniarascia.com,2130,15569,2026-08-18T02:33:34Z,JavaScript,2019-03-05T00:57:48Z,MIT,538,master,"💾 ‎  Personal website running on Gatsby, React, and Node.js."
Ainz-devs/OVL-MD-V2,https://github.com/Ainz-devs/OVL-MD-V2,2129,4748,2026-05-17T09:27:52Z,JavaScript,2025-04-30T19:02:15Z,MIT,2603,main,"OVL-MD-V2, développé par Ainz, est un bot WhatsApp multi-device performant, offrant de nombreuses fonctionnalités."
cassidoo/todometer,https://github.com/cassidoo/todometer,2129,4516,2026-09-03T00:16:34Z,JavaScript,2017-04-29T05:44:13Z,MIT,306,main,A simple task app with a progress bar
CesiumGS/gltf-pipeline,https://github.com/CesiumGS/gltf-pipeline,2129,26912,2026-06-23T13:27:31Z,JavaScript,2015-11-15T17:00:20Z,Apache-2.0,262,main,Content pipeline tools for optimizing glTF assets. :globe_with_meridians:
satellitecomponent/Neurite,https://github.com/satellitecomponent/Neurite,2127,22706,2026-03-16T18:51:10Z,JavaScript,2023-04-05T19:43:37Z,MIT,172,main,"Fractal Graph-of-Thought. Rhizomatic Mind-Mapping for Ai-Agents, Web-Links, Notes, and Code."
krakenjs/zoid,https://github.com/krakenjs/zoid,2124,40763,2026-08-03T21:13:56Z,JavaScript,2016-05-27T17:05:58Z,Apache-2.0,257,main,Cross domain components
csstree/csstree,https://github.com/csstree/csstree,2119,3069,2026-03-05T14:58:51Z,JavaScript,2016-09-02T16:03:01Z,MIT,130,master,"A tool set for CSS including fast detailed parser, walker, generator and lexer based on W3C specs and browser implementations"
vasturiano/force-graph,https://github.com/vasturiano/force-graph,2109,2732,2026-04-16T22:42:17Z,JavaScript,2018-02-26T09:29:30Z,MIT,284,master,Force-directed graph rendered on HTML5 canvas
Silentely/eSIM-Tools,https://github.com/Silentely/eSIM-Tools,2108,26761,2026-09-03T13:51:13Z,JavaScript,2025-08-01T10:28:14Z,MIT,223,main,"专为已有 Giffgaff 和 Simyo 号码的用户设计的现代化 eSIM 管理工具集，支持将物理 SIM 卡转换为 eSIM、设备更换和二维码生成。(A modern set of eSIM management tools designed specifically for users who already have Giffgaff and Simyo numbers, offering"
mountebank-testing/mountebank,https://github.com/mountebank-testing/mountebank,2106,52244,2026-09-03T05:03:50Z,JavaScript,2013-10-27T00:48:22Z,MIT,291,master,Over the wire test doubles
benborla/mcp-server-mysql,https://github.com/benborla/mcp-server-mysql,2101,29900,2026-07-27T13:36:52Z,JavaScript,2024-12-09T14:02:55Z,MIT,247,main,A Model Context Protocol server that provides read-only access to MySQL databases. This server enables LLMs to inspect database schemas and execute read-only queries.
styled-icons/styled-icons,https://github.com/styled-icons/styled-icons,2099,16392,2026-08-24T13:50:57Z,JavaScript,2018-04-17T15:04:45Z,MIT,65,main,"💅 Popular icon packs like Font Awesome, Material Design, and Octicons, available as React Styled Components"
Matterwiki/Matterwiki,https://github.com/Matterwiki/Matterwiki,2094,5104,2026-05-20T09:53:45Z,JavaScript,2016-08-18T05:15:34Z,MIT,174,master,A simple and beautiful wiki for teams
dcloudio/uni-ui,https://github.com/dcloudio/uni-ui,2092,9781,2026-08-31T11:58:17Z,JavaScript,2018-12-03T12:35:24Z,MIT,662,x-release,基于uni-app的、全端兼容的、高性能UI框架
dockpeek/dockpeek,https://github.com/dockpeek/dockpeek,2091,3122,2026-08-07T16:57:55Z,JavaScript,2025-06-14T21:26:09Z,MIT,110,main,Easily access your Docker container web interfaces and keep them up to date — across all your hosts.
huggingface/transformers.js-examples,https://github.com/huggingface/transformers.js-examples,2089,45883,2026-02-17T18:29:44Z,JavaScript,2024-08-12T10:24:07Z,Apache-2.0,250,main,A collection of 🤗 Transformers.js demos and example applications
