full_name,html_url,stargazers_count,size_kb,pushed_at,language,created_at,license,forks_count,default_branch,description
minio/minio-java,https://github.com/minio/minio-java,1305,14038,2026-06-18T20:32:38Z,Java,2015-05-02T23:01:03Z,Apache-2.0,521,master,MinIO Client SDK for Java
dromara/orion-visor,https://github.com/dromara/orion-visor,1303,29203,2026-02-07T16:45:03Z,Java,2023-06-20T08:01:55Z,Apache-2.0,202,main,一款高颜值、现代化的自动化运维及轻量堡垒机，提供全面的服务器智能运维解决方案。支持资产管理分组、多协议访问(SSH、SFTP、RDP、VNC)、实时系统监控与智能告警、文件上传下载、在线编辑、命令批量执行、多主机文件分发和计划任务配置(通过 cron 表达式)等功能，确保高效安全的运维体验。适用于 Linux 和 Windows 系统的运维管理。
microsoft/gctoolkit,https://github.com/microsoft/gctoolkit,1301,2394,2026-09-02T22:24:58Z,Java,2021-07-20T22:44:17Z,MIT,177,main,Tool for parsing GC logs
bbottema/simple-java-mail,https://github.com/bbottema/simple-java-mail,1290,31244,2026-09-02T11:41:38Z,Java,2015-04-17T06:28:59Z,Apache-2.0,272,master,"Simple API, Complex Emails (Jakarta Mail smtp wrapper)"
dromara/SMS4J,https://github.com/dromara/SMS4J,1279,6639,2026-06-25T13:59:20Z,Java,2023-03-24T03:06:15Z,Apache-2.0,163,master,让简单的事情回归简单的本质。 SMS4J为短信聚合框架，帮您轻松集成多家短信服务，解决接入多个短信SDK的繁琐流程。 目前已接入数家常见的短信服务商，后续将会继续集成。后续的版本中我们还将推出更多的相关功能 你的 ⭐️ ⭐️⭐️Star⭐️⭐️ ⭐️，是我的动力！如果你觉得还不错，请点上一颗小星星
eazybytes/microservices,https://github.com/eazybytes/microservices,1274,4522,2026-09-01T15:50:50Z,Java,2023-07-10T06:44:23Z,Apache-2.0,1246,4.0.0,"Microservices With Spring, Docker, Kubernetes - Code Examples"
hibernate/hibernate-validator,https://github.com/hibernate/hibernate-validator,1269,35312,2026-09-01T21:51:00Z,Java,2010-10-08T13:25:07Z,Apache-2.0,594,main,Hibernate Validator - Jakarta Validation Reference Implementation
hub4j/github-api,https://github.com/hub4j/github-api,1259,68810,2026-09-01T02:11:21Z,Java,2010-04-19T04:13:03Z,MIT,777,main,Java API for GitHub
JetBrains/xodus,https://github.com/JetBrains/xodus,1259,37407,2026-07-09T12:00:26Z,Java,2014-04-29T09:36:04Z,Apache-2.0,116,master,Transactional schema-less embedded database used by JetBrains YouTrack and JetBrains Hub.
mamiiblt/instafel,https://github.com/mamiiblt/instafel,1256,79454,2026-09-01T15:07:16Z,Java,2024-01-16T16:26:27Z,MIT,40,main,Instafel provides fast & up-to-date Instagram Alpha experience for everyone!
CodeIntelligenceTesting/jazzer,https://github.com/CodeIntelligenceTesting/jazzer,1254,7072,2026-09-02T21:31:46Z,Java,2021-01-28T19:08:19Z,Apache-2.0,170,main,"Coverage-guided, in-process fuzzing for the JVM"
wayn111/waynboot-mall,https://github.com/wayn111/waynboot-mall,1251,50281,2026-07-09T15:45:12Z,Java,2020-04-25T08:34:27Z,MIT,308,master,这是一套全部开源的微商城项目，包含一个运营后台、H5商城前台和服务端接口。 实现了商城所需的首页展示、商品分类、商品详情、sku详情、商品搜索、购物车、结算下单、线上支付，商品评论等一系列功能。 技术上基于最新得Springboot3.0、jdk17，整合了MySql、Redis、RabbitMQ、ElasticSearch等常用中间件，对于初学者而言根据readme中的本地开发指南就能成功启动项
bobbylight/RSyntaxTextArea,https://github.com/bobbylight/RSyntaxTextArea,1251,16523,2026-08-31T18:14:24Z,Java,2013-08-08T03:40:21Z,BSD-3-Clause,269,master,"A syntax highlighting, code folding text editor for Java Swing applications."
TDuckCloud/tduck-survey-form,https://github.com/TDuckCloud/tduck-survey-form,1243,17345,2026-08-13T11:57:00Z,Java,2019-12-11T10:13:45Z,MIT,170,master,为企业提供「免费」表单问卷能力，「开箱即用」快速赋能业务  A questionnaire system that can be privatized and deployed - 填鸭表单问卷系统（tduck-survey-form）表单系统-问卷系统
jreleaser/jreleaser,https://github.com/jreleaser/jreleaser,1238,18712,2026-08-31T08:09:18Z,Java,2020-11-28T14:33:15Z,Apache-2.0,159,main,:rocket: Release projects quickly and easily with JReleaser
wakatime/jetbrains-wakatime,https://github.com/wakatime/jetbrains-wakatime,1235,6234,2026-05-01T15:06:44Z,Java,2014-03-21T09:20:13Z,BSD-3-Clause,188,master,"IntelliJ IDEA, PyCharm, RubyMine, PhpStorm, AppCode, AndroidStudio, Goland, Rider, & WebStorm plugin for quantifying your coding."
KreitinnSoftware/MiceWine-Application,https://github.com/KreitinnSoftware/MiceWine-Application,1225,28505,2026-07-01T02:21:27Z,Java,2024-05-12T15:00:57Z,MIT,55,master,MiceWine is a project that aims to run Windows applications and games on Android smartphones.
android/android-test,https://github.com/android/android-test,1222,77688,2026-08-31T20:51:53Z,Java,2015-08-21T09:47:39Z,Apache-2.0,344,main,An extensive framework for testing Android apps
vojtechhabarta/typescript-generator,https://github.com/vojtechhabarta/typescript-generator,1221,15037,2026-08-01T12:27:54Z,Java,2014-11-03T15:49:48Z,MIT,259,main,"Generates TypeScript from Java - JSON declarations, REST service client"
testsigmahq/testsigma,https://github.com/testsigmahq/testsigma,1220,18989,2026-08-05T09:50:27Z,Java,2021-12-27T08:20:06Z,Apache-2.0,257,dev,"Testsigma is a quality intelligence platform for AI-first engineering teams.  AI made developers faster. More code ships, more surface area needs testing, and coverage gaps open faster than teams can "
apache/incubator-xtable,https://github.com/apache/incubator-xtable,1216,15331,2026-08-31T21:32:02Z,Java,2023-07-21T19:07:10Z,Apache-2.0,209,main,Apache XTable (incubating) is a cross-table converter for lakehouse table formats that facilitates interoperability across data processing systems and query engines.
jhipster/prettier-java,https://github.com/jhipster/prettier-java,1213,9756,2026-09-03T12:15:41Z,Java,2018-01-04T17:28:57Z,Apache-2.0,118,main,Prettier Java Plugin
didi/turbo,https://github.com/didi/turbo,1213,2655,2026-03-20T06:40:31Z,Java,2020-12-29T07:35:21Z,Apache-2.0,227,master,"Turbo is a light-weight flow engine framework, support BPMN2.0. 一款轻量级流程引擎服务框架，可作为底层服务支持各类流程设计、低代码设计、工作流、审批流、服务编排等场景"
dromara/tianai-captcha,https://github.com/dromara/tianai-captcha,1209,11692,2026-02-28T01:58:51Z,Java,2021-04-19T00:49:17Z,Apache-2.0,159,master,captcha captcha captcha 可能是java界最好的开源行为验证码  [滑块验证码、点选验证码、行为验证码、旋转验证码， 滑动验证码]
hivemq/hivemq-community-edition,https://github.com/hivemq/hivemq-community-edition,1207,14247,2026-09-03T00:23:41Z,Java,2019-04-01T15:29:54Z,Apache-2.0,288,master,HiveMQ CE is a Java-based open source MQTT broker that fully supports MQTT 3.x and MQTT 5. It is the foundation of the HiveMQ Enterprise Connectivity and Messaging Platform
jenkinsci/jenkinsfile-runner,https://github.com/jenkinsci/jenkinsfile-runner,1203,3737,2026-07-13T20:12:11Z,Java,2018-02-24T23:56:01Z,MIT,309,main,A command line tool to run Jenkinsfile as a function
mvel/mvel,https://github.com/mvel/mvel,1203,15567,2026-09-02T01:33:23Z,Java,2011-05-17T17:59:38Z,Apache-2.0,318,main,MVEL (MVFLEX Expression Language)
fusesource/jansi,https://github.com/fusesource/jansi,1200,2510,2026-03-27T13:33:16Z,Java,2009-09-05T10:10:52Z,Apache-2.0,153,master,Jansi is a small java library that allows you to use ANSI escape sequences to format your console output which works even on windows. 
influxdata/influxdb-java,https://github.com/influxdata/influxdb-java,1196,1621,2026-03-01T14:48:38Z,Java,2014-04-30T18:56:32Z,MIT,470,master,Java client for InfluxDB
PebbleTemplates/pebble,https://github.com/PebbleTemplates/pebble,1196,3767,2026-08-27T17:11:03Z,Java,2012-12-27T02:04:22Z,BSD-3-Clause,176,master,Java Template Engine
castorini/anserini,https://github.com/castorini/anserini,1191,101862,2026-09-02T19:39:53Z,Java,2015-10-05T23:27:54Z,Apache-2.0,673,master,Anserini is a Lucene toolkit for reproducible information retrieval research
pedrovgs/Renderers,https://github.com/pedrovgs/Renderers,1189,11097,2026-01-16T10:54:18Z,Java,2014-02-28T14:27:41Z,Apache-2.0,169,master,Renderers is an Android library created to avoid all the boilerplate needed to use a RecyclerView/ListView with adapters.
Lihuanghe/SMSGate,https://github.com/Lihuanghe/SMSGate,1188,6612,2026-07-04T05:43:24Z,Java,2015-07-25T13:34:07Z,Apache-2.0,512,netty4,这是一个在netty4框架下实现的三网合一短信网关核心框架，支持(cmpp/smpp3.4/sgip1.2/smgp3) 短信协议解析，支持长短信合并和拆分，也支持wap短信和闪信。
adorsys/keycloak-config-cli,https://github.com/adorsys/keycloak-config-cli,1183,19264,2026-08-17T18:38:54Z,Java,2017-11-09T11:24:12Z,Apache-2.0,200,main,Import YAML/JSON-formatted configuration files into Keycloak - Configuration as Code for Keycloak.
spring-projects/spring-restdocs,https://github.com/spring-projects/spring-restdocs,1183,6519,2026-06-11T08:33:11Z,Java,2014-10-08T12:53:51Z,Apache-2.0,731,main,Test-driven documentation for RESTful services
spring-projects/spring-modulith,https://github.com/spring-projects/spring-modulith,1178,6756,2026-09-02T17:02:51Z,Java,2022-07-05T17:46:27Z,Apache-2.0,217,main,Modular applications with Spring Boot
ctongfei/progressbar,https://github.com/ctongfei/progressbar,1174,3184,2026-03-01T00:42:18Z,Java,2015-02-09T19:16:21Z,MIT,110,main,Terminal-based progress bar for Java / JVM
SpongePowered/SpongeAPI,https://github.com/SpongePowered/SpongeAPI,1173,20880,2026-08-31T20:57:20Z,Java,2014-09-07T20:39:25Z,MIT,341,api-12,A Minecraft plugin API
apache/amoro,https://github.com/apache/amoro,1171,80646,2026-09-02T14:59:21Z,Java,2022-07-14T01:54:10Z,Apache-2.0,395,master,Apache Amoro(incubating) is a Lakehouse management system built on open data lake formats.
aaberg/sql2o,https://github.com/aaberg/sql2o,1169,1845,2026-08-27T04:49:10Z,Java,2011-05-18T21:13:57Z,MIT,226,master,"sql2o is a small library, which makes it easy to convert the result of your sql-statements into objects. No resultset hacking required. Kind of like an orm, but without the sql-generation capabilities"
trekawek/coffee-gb,https://github.com/trekawek/coffee-gb,1168,80051,2026-09-03T13:32:10Z,Java,2017-01-06T12:38:41Z,MIT,83,master,Gameboy emulator in Java and Kotlin.
etcd-io/jetcd,https://github.com/etcd-io/jetcd,1166,2961,2026-08-28T17:34:16Z,Java,2016-07-20T04:14:11Z,Apache-2.0,313,main,etcd java client
mattprecious/telescope,https://github.com/mattprecious/telescope,1166,3351,2026-09-03T12:36:00Z,Java,2014-04-30T16:08:35Z,Apache-2.0,115,main,A simple tool to allow easy bug report capturing within your app.
instancio/instancio,https://github.com/instancio/instancio,1159,14071,2026-09-03T06:30:43Z,Java,2022-03-03T06:42:29Z,Apache-2.0,68,main,A library that creates fully populated objects for your unit tests.
mybatis/mybatis-dynamic-sql,https://github.com/mybatis/mybatis-dynamic-sql,1158,37118,2026-08-27T21:55:11Z,Java,2016-11-11T15:22:00Z,Apache-2.0,218,master,SQL DSL (Domain Specific Language) for Kotlin and Java. Supports rendering for MyBatis or Spring JDBC Templates
gitlab4j/gitlab4j-api,https://github.com/gitlab4j/gitlab4j-api,1156,4975,2026-08-18T10:17:11Z,Java,2014-02-18T05:09:14Z,MIT,500,main,GitLab4J API (gitlab4j-api) provides a full featured Java client library for working with GitLab repositories via the GitLab REST API
vert-x3/vertx-web,https://github.com/vert-x3/vertx-web,1150,30055,2026-09-02T14:35:28Z,Java,2014-11-14T08:15:20Z,Apache-2.0,560,master,HTTP web applications for Vert.x
resteasy/resteasy,https://github.com/resteasy/resteasy,1142,79359,2026-09-03T13:45:10Z,Java,2011-12-09T15:15:43Z,Apache-2.0,894,main,An Implementation of the Jakarta RESTful Web Services Specification
davidmoten/rtree,https://github.com/davidmoten/rtree,1141,1863,2026-09-03T11:24:35Z,Java,2014-08-26T12:29:14Z,Apache-2.0,218,master,Immutable in-memory R-tree and R*-tree implementations in Java with reactive api
yangzongzhuan/RuoYi-Vue-fast,https://github.com/yangzongzhuan/RuoYi-Vue-fast,1139,1503,2026-08-26T00:15:06Z,Java,2020-07-19T01:54:06Z,MIT,632,master,:tada: (RuoYi)官方仓库 基于SpringBoot，Spring Security，JWT，Vue & Element 的前后端分离权限管理系统
casid/jte,https://github.com/casid/jte,1135,4717,2026-09-01T04:33:14Z,Java,2020-04-17T19:29:52Z,Apache-2.0,89,main,Secure and speedy templates for Java and Kotlin.
microsoft/mssql-jdbc,https://github.com/microsoft/mssql-jdbc,1133,23728,2026-09-03T10:30:53Z,Java,2016-08-22T21:58:47Z,MIT,474,main,The Microsoft JDBC Driver for SQL Server is a Type 4 JDBC driver that provides database connectivity with SQL Server through the standard JDBC application program interfaces (APIs).
dylibso/chicory,https://github.com/dylibso/chicory,1132,52768,2026-07-06T03:12:46Z,Java,2023-09-16T23:55:05Z,Apache-2.0,71,main,Native JVM WebAssembly runtime
marcosbarbero/spring-cloud-zuul-ratelimit,https://github.com/marcosbarbero/spring-cloud-zuul-ratelimit,1130,1332,2026-08-24T04:03:07Z,Java,2016-04-14T17:49:19Z,Apache-2.0,385,master,Rate limit auto-configure for Spring Cloud Netflix Zuul
codelibs/fess,https://github.com/codelibs/fess,1128,60104,2026-09-03T04:59:36Z,Java,2013-09-13T04:50:05Z,Apache-2.0,175,master,"Open-source, self-hosted enterprise & site search server built on OpenSearch. Crawls web / file / DB / cloud sources, 20+ languages, REST API, and AI/RAG & semantic search. Apache-2.0."
sofastack/sofa-tracer,https://github.com/sofastack/sofa-tracer,1127,2011,2026-06-07T01:15:33Z,Java,2018-05-14T09:56:50Z,Apache-2.0,384,master,SOFATracer is a component for the distributed system call trace. And through a unified traceId logging the logs of various network calls in the invoking link. These logs can be used for quick discover
ArcadeData/arcadedb,https://github.com/ArcadeData/arcadedb,1123,78615,2026-09-03T13:43:58Z,Java,2021-08-16T16:01:29Z,Apache-2.0,137,main,"ArcadeDB Multi-Model Database, one DBMS that supports SQL, Cypher, Gremlin, HTTP/JSON, MongoDB and Redis. ArcadeDB is a conceptual fork of OrientDB, the first Multi-Model DBMS. ArcadeDB supports Vecto"
awspring/spring-cloud-aws,https://github.com/awspring/spring-cloud-aws,1120,34024,2026-08-30T20:38:19Z,Java,2020-09-30T22:40:15Z,Apache-2.0,383,main,The New Home for Spring Cloud AWS
hivemq/hivemq-mqtt-client,https://github.com/hivemq/hivemq-mqtt-client,1117,8765,2026-08-29T02:47:30Z,Java,2018-01-02T21:15:55Z,Apache-2.0,184,master,HiveMQ MQTT Client is an MQTT 5.0 and MQTT 3.1.1 compatible and feature-rich high-performance Java client library with different API flavours and backpressure support
nageoffer/congomall,https://github.com/nageoffer/congomall,1114,3914,2026-03-12T14:46:03Z,Java,2023-03-22T03:22:32Z,Apache-2.0,149,main,🔥🔥🔥 CongoMall（刚果商城）不一样的TOC商城系统，SpringCloud-Alibaba微服务架构设计，基于DDD领域驱动模型开发，代码设计优雅，涵盖商城核心业务。系统集成分布式锁、分布式事务、分库分表、消息队列、数据搜索、服务监控等功能，区别于八股文问答，真正企业级实战系统。
camunda/camunda-bpm-examples,https://github.com/camunda/camunda-bpm-examples,1113,23439,2026-08-28T09:47:28Z,Java,2013-04-04T15:39:07Z,Apache-2.0,1179,master,A collection of usage examples for Camunda Platform intended to get you started quickly
apache/freemarker,https://github.com/apache/freemarker,1111,25188,2026-08-29T23:50:11Z,Java,2015-09-04T07:00:05Z,Apache-2.0,281,2.3-gae,Apache Freemarker
outlaws-bai/Galaxy,https://github.com/outlaws-bai/Galaxy,1109,3827,2026-08-24T03:48:38Z,Java,2024-02-28T09:35:43Z,Apache-2.0,72,main,一个想让你测试加密流量像测试明文一样简单高效的 Burp 插件。 A Burp plugin that makes testing encrypted traffic as simple and efficient as testing plaintext.
shmuelzon/home-assistant-floor-plan,https://github.com/shmuelzon/home-assistant-floor-plan,1105,15910,2026-01-12T16:00:17Z,Java,2024-02-03T14:33:06Z,MIT,36,master,Home Assistant Floor Plan Generator Plugin For Sweet Home 3D
leangen/graphql-spqr,https://github.com/leangen/graphql-spqr,1102,1766,2026-01-27T15:51:15Z,Java,2016-08-09T16:02:55Z,Apache-2.0,181,master,Build a GraphQL service in seconds
Multiverse/Multiverse-Core,https://github.com/Multiverse/Multiverse-Core,1100,38882,2026-08-28T11:02:01Z,Java,2011-03-30T16:18:14Z,BSD-3-Clause,346,main,The original Bukkit Multi-World Plugin! 
NEZNAMY/TAB,https://github.com/NEZNAMY/TAB,1098,18259,2026-09-01T15:17:21Z,Java,2019-07-25T00:02:06Z,Apache-2.0,330,master,"""That"" TAB plugin."
pgjdbc/r2dbc-postgresql,https://github.com/pgjdbc/r2dbc-postgresql,1097,3971,2026-07-03T13:37:57Z,Java,2018-06-11T21:50:49Z,Apache-2.0,196,main,Postgresql R2DBC Driver
OpenAPITools/openapi-diff,https://github.com/OpenAPITools/openapi-diff,1096,1771,2026-09-03T08:42:39Z,Java,2017-12-12T00:39:30Z,Apache-2.0,189,master,Utility for comparing two OpenAPI specifications.
apache/mina-sshd,https://github.com/apache/mina-sshd,1094,23395,2026-08-29T13:28:03Z,Java,2010-05-26T23:38:08Z,Apache-2.0,400,master,Apache MINA sshd is a comprehensive Java library for client- and server-side SSH.
spring-projects/spring-hateoas,https://github.com/spring-projects/spring-hateoas,1090,8137,2026-08-21T12:18:35Z,Java,2012-05-07T15:18:47Z,Apache-2.0,472,main,Spring HATEOAS - Library to support implementing representations for hyper-text driven REST web services.
kingston-csj/jforgame,https://github.com/kingston-csj/jforgame,1087,3950,2026-08-29T02:37:04Z,Java,2017-06-18T06:41:13Z,Apache-2.0,338,master,jforgame是一个一站式游戏服务器开发框架。包含游戏服务器开发所需要的各种组件，比如socket服务端与客户端，高性能线程模型，自定义二进制消息编解码，自定义orm工具，异步持久化方案，游戏热更新，配置表自动化仓库，游戏通用工具等等，同时提供大量业务案例以供学习。亦可用于其他socket应用，例如及时聊天等。
xerial/snappy-java,https://github.com/xerial/snappy-java,1082,38846,2026-03-23T22:12:23Z,Java,2012-09-06T01:30:21Z,Apache-2.0,252,main,Snappy compressor/decompressor for Java
apache/commons-io,https://github.com/apache/commons-io,1081,14640,2026-08-31T11:18:48Z,Java,2009-05-21T01:38:37Z,Apache-2.0,730,master,Apache Commons IO
networknt/json-schema-validator,https://github.com/networknt/json-schema-validator,1080,3895,2026-08-27T20:27:22Z,Java,2016-09-15T12:24:16Z,Apache-2.0,352,master,"A fast Java JSON schema validator that supports draft V4, V6, V7, V2019-09 and V2020-12"
dnsjava/dnsjava,https://github.com/dnsjava/dnsjava,1078,8042,2026-08-30T19:39:36Z,Java,2014-02-22T12:43:49Z,BSD-3-Clause,264,master,dnsjava - an implementation of the DNS protocol in Java
hiparker/opsli-boot,https://github.com/hiparker/opsli-boot,1078,15909,2026-04-20T00:32:34Z,Java,2020-09-13T02:20:00Z,Apache-2.0,225,master,"OPSLI 快速开发平台基于springboot、vue、element-ui ，项目采用前后端分离架构，热插拔式业务模块与插件扩展性高 ,代码简洁，功能丰富，开箱即用"
mateaix/mateclaw,https://github.com/mateaix/mateclaw,1075,34968,2026-09-02T09:56:21Z,Java,2026-04-04T10:53:35Z,Apache-2.0,322,dev,"🤖 MateClaw — Your second brain with Multi-Agent Orchestration, MCP Protocol, Skills & Memory, Dream, and Multi-Channel Support. Built on Spring AI Alibaba."
belaban/JGroups,https://github.com/belaban/JGroups,1074,64489,2026-09-03T13:50:04Z,Java,2010-11-07T15:51:28Z,Apache-2.0,482,master,The JGroups project
zalando/problem-spring-web,https://github.com/zalando/problem-spring-web,1070,1572,2026-03-23T10:56:10Z,Java,2015-08-18T21:41:40Z,MIT,135,main,A library for handling Problems in Spring Web MVC
spring-cloud/spring-cloud-stream,https://github.com/spring-cloud/spring-cloud-stream,1070,20817,2026-09-02T10:30:31Z,Java,2015-07-08T15:51:38Z,Apache-2.0,645,main,Framework for building Event-Driven Microservices
FasterXML/jackson-annotations,https://github.com/FasterXML/jackson-annotations,1068,3123,2026-08-31T05:14:29Z,Java,2011-12-23T02:46:52Z,Apache-2.0,343,2.x,Core annotations (annotations that only depend on jackson-core) for Jackson data processor
spring-cloud/spring-cloud-function,https://github.com/spring-cloud/spring-cloud-function,1066,16311,2026-09-03T10:29:29Z,Java,2016-09-22T02:34:34Z,Apache-2.0,640,main,
java-up-up/damai,https://github.com/java-up-up/damai,1064,17694,2026-08-13T08:21:32Z,Java,2024-07-09T07:42:08Z,Apache-2.0,103,main,🔥 🔥 官方推荐 🔥 🔥 高并发大麦网售票系统，使用 SpringCloud、Kafka、Redis、Sentinel、ElasticSearch、ShardingSphere 等，通过优化锁的策略、多级缓存管理、数据提前预热、精确的定制限流等多种策略，显著的降低下单延迟。此外还解决各种高并发难题的实际落地解决方案。是面试、就业、提高技术的不二选择！
apache/celeborn,https://github.com/apache/celeborn,1061,35315,2026-08-26T06:43:26Z,Java,2021-12-10T08:57:16Z,Apache-2.0,458,main,Apache Celeborn is an elastic and high-performance service for shuffle and spilled data.
qqxx6661/log-record,https://github.com/qqxx6661/log-record,1060,6008,2026-09-02T16:12:11Z,Java,2021-11-06T06:35:33Z,Apache-2.0,195,master,"使用注解优雅记录系统日志，操作日志，后端埋点等，支持SpEL表达式，自定义上下文，自定义函数，实体类DIFF等其他高阶处理。Elegantly record system logs, operation logs, backend tracking events, and more using annotations, with support for SpEL expressions, cust"
gavlyukovskiy/spring-boot-data-source-decorator,https://github.com/gavlyukovskiy/spring-boot-data-source-decorator,1059,3316,2026-08-31T21:23:16Z,Java,2017-04-18T22:39:27Z,Apache-2.0,100,master,"Spring Boot integration with p6spy, datasource-proxy, flexy-pool and spring-cloud-sleuth"
apache/phoenix,https://github.com/apache/phoenix,1058,96624,2026-09-01T16:58:06Z,Java,2014-06-04T07:00:08Z,Apache-2.0,1009,master,Apache Phoenix
i-net-software/JWebAssembly,https://github.com/i-net-software/JWebAssembly,1052,2576,2026-08-17T18:54:13Z,Java,2017-03-20T19:05:05Z,Apache-2.0,61,master,Java bytecode to WebAssembly compiler
carrotsearch/hppc,https://github.com/carrotsearch/hppc,1051,50051,2026-08-13T19:58:21Z,Java,2011-02-22T15:14:20Z,Apache-2.0,166,master,High Performance Primitive Collections for Java
Byron4j/CookBook,https://github.com/Byron4j/CookBook,1050,71774,2026-05-07T13:41:32Z,Java,2018-10-16T03:16:19Z,MIT,309,master,🎉🎉🎉JAVA高级架构师技术栈==任何技能通过 “刻意练习” 都可以达到融会贯通的境界，就像烹饪一样，这里有一份JAVA开发技术手册，只需要增加自己练习的次数。🏃🏃🏃
agents-flex/agents-flex,https://github.com/agents-flex/agents-flex,1046,23324,2026-09-03T11:14:19Z,Java,2024-01-12T08:23:40Z,Apache-2.0,144,main,"Agents-flex is A lightweight Java AI agent development framework (positioned as a counterpart to Spring AI). It supports features such as RAG, MCP, Skills, Text2SQL , LLM Wiki, Sub-agents, Web Search,"
Netflix/Priam,https://github.com/Netflix/Priam,1039,14170,2026-06-17T21:30:44Z,Java,2011-07-20T17:51:25Z,Apache-2.0,293,4.x,"Co-Process for backup/recovery, Token Management, and Centralized Configuration management for Cassandra."
apple/servicetalk,https://github.com/apple/servicetalk,1037,79344,2026-08-31T23:47:48Z,Java,2018-09-07T00:14:48Z,Apache-2.0,228,main,A networking framework that evolves with your application
googlesamples/android-testdpc,https://github.com/googlesamples/android-testdpc,1034,9012,2026-01-29T17:10:31Z,Java,2015-05-22T02:46:28Z,Apache-2.0,421,master,Test DPC is a sample device policy controller for use with Android Enterprise. It gives developers the ability to see how their app will behave in a managed context such as device owner or within a ma
juanjuandog/FinSight-AI,https://github.com/juanjuandog/FinSight-AI,1034,13599,2026-09-02T13:54:32Z,Java,2026-05-11T11:19:40Z,MIT,63,master,"AI equity research agent with resilient workflows, evidence-grounded RAG, versioned reports, and automated quality evaluation."
apache/flink-kubernetes-operator,https://github.com/apache/flink-kubernetes-operator,1031,15413,2026-08-27T13:50:11Z,Java,2022-02-10T05:00:35Z,Apache-2.0,551,main,Apache Flink Kubernetes Operator
mezz/JustEnoughItems,https://github.com/mezz/JustEnoughItems,1024,19222,2026-09-03T13:16:38Z,Java,2014-09-30T22:26:10Z,MIT,394,26.2,Item and Recipe viewing mod for Minecraft
gaarason/database-all,https://github.com/gaarason/database-all,1022,2186,2026-05-09T17:30:02Z,Java,2019-09-11T05:58:26Z,MIT,27,master,"Eloquent ORM for Java 8, 11, 17, 21, 23 and Spring boot 2.x , 3.x"
google/tsunami-security-scanner-plugins,https://github.com/google/tsunami-security-scanner-plugins,1021,34777,2026-09-03T12:32:13Z,Java,2020-06-04T15:19:25Z,Apache-2.0,222,master,This project aims to provide a central repository for many useful Tsunami Security Scanner plugins.
togglz/togglz,https://github.com/togglz/togglz,1020,4217,2026-08-28T17:03:26Z,Java,2011-12-21T16:49:03Z,Apache-2.0,256,master,Feature Flags for the Java platform
instagram4j/instagram4j,https://github.com/instagram4j/instagram4j,1017,13656,2026-08-17T07:15:53Z,Java,2017-02-04T03:12:35Z,Apache-2.0,258,v3,"An object-oriented reverse engineered Instagram Private API in Java. Build bots, scrap data, create Instagram apps, and a lot more in very few lines of code"
authorjapps/zerocode,https://github.com/authorjapps/zerocode,1012,5206,2026-09-03T11:41:15Z,Java,2016-07-05T13:43:44Z,Apache-2.0,451,master,"zerocode-tdd is a community-developed, free, open-source, outcome-driven automated testing framework for Data Pipelines, ETL, REST API, Kafka(Data Streams), Databases and Load scenarios. all defined i"
ent0n29/polybot,https://github.com/ent0n29/polybot,1009,1538,2026-02-20T23:34:32Z,Java,2025-12-13T14:38:45Z,MIT,179,main,Reverse-engineering of  every polymarket strategy and high-frequency trading infrastructure for Polymarket
AthenZ/athenz,https://github.com/AthenZ/athenz,1006,81450,2026-09-03T05:28:40Z,Java,2016-11-16T18:23:08Z,Apache-2.0,313,master,Open source platform for X.509 certificate based service authentication and fine grained access control in dynamic infrastructures. Athenz supports provisioning and configuration (centralized authoriz
lukas-krecan/JsonUnit,https://github.com/lukas-krecan/JsonUnit,1004,4508,2026-09-03T02:05:35Z,Java,2012-01-29T08:33:07Z,Apache-2.0,117,master,Compare JSON in your Unit Tests
